Front,Back,Tags
腹,"Kanji: 腹<br>Romaji: naka<br>Meaning: perut<br>Example: 腹が痛くて学校を休んだけど、先生に電話で連絡したから大丈夫だった
hara ga itakute gakkou o yasunda kedo, sensei ni denwa de renraku shita kara daijoubu datta
(Saya tidak pergi sekolah karena perut sakit, tetapi sudah menghubungi guru dengan telepon, jadi baik-baik saja)

腹が減ったから、お昼ご飯を食べに行こう
hara ga hetta kara, ohirugohan o tabeni ikou
(Perut saya lapar, mari kita makan makan siang)",body_parts
肉体,"Kanji: 肉体<br>Romaji: nikutai<br>Meaning: flesh<br>Example: 肉体を鍛えるために、毎日ジムでトレーニングをしています 私は健康な肉体を手に入れたいです
nikutai o kitaeru tame ni, mainichi jim de torēningu o shite imasu watashi wa kenkō na nikutai o te ni iretai desu
(Saya berlatih di gym setiap hari untuk mengembangkan tubuh saya. Saya ingin memiliki tubuh yang sehat)",body_parts
喉,"Kanji: 喉<br>Romaji: nodo<br>Meaning: tenggorokan<br>Example: 喉が痛くて、水を飲むと少し楽になるけど、まだ話すのが難しいです
nodo ga itakute, mizu o nomu to sukoshi rakuni naru kedo, mada hanasu no ga muzukashii desu
(My throat hurts, and drinking water makes it a little better, but it's still hard to talk)

喉の調子が悪い時は、温かいお茶を飲むと良いと言われています
nodo no choushi ga warui toki wa, atatakai ocha o nomu to ii to iwarete imasu
(They say drinking warm tea is good when your throat isn't feeling well)",body_parts
脳,"Kanji: 脳<br>Romaji: nou<br>Meaning: brain<br>Example: 脳の働きはとても重要で、私たちは毎日脳を使って考えることや覚えることをしています。例えば、勉強をするときは脳がたくさん働きますが、休むことも大切です
Nō no hataraki wa totemo jūyō de, watashitachi wa mainichi nō o tsukatte kangaeru koto ya oboeru koto o shite imasu. Tatoeba, benkyō o suru toki wa nō ga takusan hataraki masuga, yasumu koto mo daijō desu
(The brain's function is very important, and we use our brains every day to think and remember. For example, when studying, the brain works a lot, but resting is also important)",body_parts
背,"Kanji: 背<br>Romaji: se<br>Meaning: punggung<br>Example: 背の高い木の下で、友達と話をしていました。その木はとても大きくて、日差しを避けるのにちょうど良かったです
se no takai ki no shita de, tomodachi to hanashi o shite imashita sono ki wa totemo ōkikute, hihanshi o sakasu no ni chōdo yokatta desu
(Kami yang tinggi di bawah pohon itu, saya sedang berbicara dengan teman-teman. Pohon itu sangat besar dan sangat bagus untuk menghindari sinar matahari)",body_parts
背中,"Kanji: 背中<br>Romaji: senaka<br>Meaning: back<br>Example: 背中が痛いので、病院に行きました。医者は「背中の筋肉が硬いから、ストレッチをするように言いました」
se sukiga itai node, byouin ni ikimashita Medocha ""se sukino kinniku ga katai kara, sutoresuchi o suru you ni iimashita""
""Because my back hurt, I went to the hospital. The doctor said my back muscles were stiff and told me to do stretches""",body_parts
舌,"Kanji: 舌<br>Romaji: shita<br>Meaning: tongue<br>Example: 舌が痛いから、熱いものを食べられませんでした 先週から舌の先が少し赤くなっていて、歯医者さんに行きました
Shita ga itai kara, atsui mono o taberaremasen deshita Sen shū kara shita no saki ga sukoshi akaku natte ite, haisha-san ni ikimashita
(My tongue hurts, so I couldn't eat anything hot. Since last week, the tip of my tongue has been a little red, so I went to the dentist)",body_parts
魂,"Kanji: 魂<br>Romaji: tamashii<br>Meaning: soul<br>Example: この絵は、私の心の魂を描いたものです この絵は、私の心の魂を描いたものです
(Kono e wa, watashi no kokoro no tamashii o egaita mono desu)
(This painting depicts the soul of my heart)

この絵を見ると、私はいつも勇気をもらいます
(Kono e o miru to, watashi wa itsumo yuuki o moraimasu)
(When I look at this painting, I always gain courage)",body_parts
手,"Kanji: 手<br>Romaji: te<br>Meaning: tangan<br>Example: 手を洗ってからご飯を食べましょう
te o aratte kara gohan o tabemashou
(Mari cuci tangan dulu sebelum makan nasi)

手が痛いので、病院へ行きました
te ga itai node, byouin e ikimashita
(Tangan saya sakit, jadi saya pergi ke rumah sakit)",body_parts
腕,"Kanji: 腕<br>Romaji: ude<br>Meaning: arm<br>Example: 腕のいい料理人が作った料理は、味がとても深くて、食べるたびに感動します
Ude no ii ryōrinin ga tsukutta ryōri wa, aji ga totemo fukaku te, taberu tabi ni kandō shimasu
(An expert chef's cooking has such deep flavors that I'm moved every time I eat it)

腕を組んで考える時間が必要です
Ude o kumite kangaeru jikan ga hitsuyō desu
(I need time to think with my arms crossed)",body_parts
指,"Kanji: 指<br>Romaji: yubi<br>Meaning: finger<br>Example: 指を使って、この絵を描きました
Yubi o tsukatte, kono e o kakimashita
(Saya menggambar ini dengan menggunakan jari-jari)

この絵は指で描いたので、少し不器用に見えるかもしれません
Kono e wa yubi de kaita node, sukoshi bukiyou ni mieru kamo shirenai
(Mungkin gambar ini terlihat sedikit tidak rapi karena saya menggambar dengan jari-jari)",body_parts
秋,"Kanji: 秋<br>Romaji: aki<br>Meaning: autumn<br>Example: 秋は紅葉が美しく、空も高く澄んだ青色に見えます
Aki wa kōyō ga utsukushiku, sora mo takaku sumunda aoi-iro ni miemasu
(In autumn, the leaves turn beautifully red, and the sky looks high and clear blue)

秋の夜は涼しくて、月がとてもきれいに見えます
Aki no yoru wa suzushikute, tsuki ga totemo kirei ni miemasu
(Autumn nights are cool, and the moon looks very beautiful)",climate
雨,"Kanji: 雨<br>Romaji: ame<br>Meaning: hujan<br>Example: 雨が降っているから、傘を持って行きましょうか
Ame ga futte iru kara, kasa o motte ikimashou ka
(Hujan turun, apakah kita membawa payung?)

傘を持って行ったのに、途中で雨が止んでしまった
Kasa o motte itta noni, tochuu de ame ga yamete shimatta
(Meskipun membawa payung, hujan berhenti di tengah jalan)",climate
嵐,"Kanji: 嵐<br>Romaji: arashi<br>Meaning: storm<br>Example: 嵐が近づいているので、窓を閉めておいた方がいいですよ
あらしがちかづいているので、まどをしめておいたほうがいいですよ
(It's better to close the windows because a storm is approaching)

嵐の後は空がとてもきれいになることが多いです
あらしのあとはそらがとてもきれいになることがおおいです
(After a storm, the sky often becomes very beautiful)",climate
冬,"Kanji: 冬<br>Romaji: fuyu<br>Meaning: winter<br>Example: 冬は寒くて雪が降るので、私は家で温かいコーヒーを飲みながら本を読むのが好きです
fuyu wa samukute yuki ga furu node, watashi wa ie de atatakai koohii o nomi nagara hon o yomu no ga suki desu
(Saya suka membaca buku sambil minum kopi hangat di rumah karena musim dingin dingin dan turun salju)

冬休みは家族と一緒にスキーに行きます
fuyuyasumi wa kazoku to issho ni sukii ni ikimasu
(During winter vacation, I go skiing with my family)",climate
春,"Kanji: 春<br>Romaji: haru<br>Meaning: spring<br>Example: 春が近づくと、桜の木が少しずつ緑に変わり、空も青く晴れてきます
haru ga chikazuku to, sakura no ki ga sukoshizutsu midori ni kawari, sora mo aoku harete kimasu
(When spring approaches, the cherry blossom trees gradually turn green, and the sky becomes clear and blue)

春休みに、家族と一緒に公園へ散歩に行きました
haruyasumi ni, kazoku to issho ni kōen e sanpo ni ikimashita
(During spring break, I went for a walk in the park with my family)",climate
雲,"Kanji: 雲<br>Romaji: kumo<br>Meaning: cloud<br>Example: 空に白い雲がたくさん浮かんでいます そして、その雲は風に乗ってゆっくりと動いています
Sora ni shiroi kumo ga takusan ukande imasu soshite, sono kumo wa kaze ni notte yukkuri to ugokite imasu
(There are many white clouds floating in the sky, and those clouds are slowly moving with the wind)

空の雲を見ていると、心が落ち着く気がします
Sora no kumo o mite iru to, kokoro ga ochitsuku ki ga shimasu
(When I look at the clouds in the sky, I feel my heart calming down)",climate
曇り,"Kanji: 曇り<br>Romaji: kumori<br>Meaning: mendung<br>Example: 曇りの日が続くと、気分が落ち込みやすくなるので、外に出て散歩するのがおすすめです
Kumori no hi ga tsudzuite, kibun ga ochikomi yasuku naru node, soto ni dete sanpo suru no ga osusume desu
(When cloudy days keep going, it's easy to feel down, so going outside for a walk is recommended)

曇り空の下で、友達とカフェでおしゃべりを楽しむのが好きです
Kumori zora no shita de, tomodachi to kafe de oshaberi o tanoshimu no ga sukidesu
(I like chatting with friends at a café under a cloudy sky)",climate
夏,"Kanji: 夏<br>Romaji: natsu<br>Meaning: summer<br>Example: 夏休みの時、私は海へ行きました。海はとてもきれいで、青い空と白い雲が見えました。夏の日差しは強かったですが、水に入ると涼しくて気持ちが良かったです

Natsuyasumi no toki, watashi wa umi e ikimashita Umi wa totemo kirei de, aoi sora to shiroi kumo ga miemashita Natsu no hiasa wa tsuyokatta desuga, mizu ni hairu to suzushikute kimochi ga yokatta desu

(Saat liburan musim panas, saya pergi ke laut Laut itu sangat indah, dengan langit biru dan awan putih yang terlihat Sinar matahari musim panas sangat kuat, tetapi ketika masuk ke air, sejuk dan nyaman)",climate
天気,"Kanji: 天気<br>Romaji: tenki<br>Meaning: cuaca<br>Example: 今日もいい天気ですね 明日は雨が降るかもしれませんが 今日の天気は散歩に最適です
Kyō mo ii tenki desu ne ashita wa ame ga furu kamo shiremasen ga kyō no tenki wa sanpo ni saiteki desu
(Hari ini juga cuaca bagus ya, besok mungkin akan hujan tetapi cuaca hari ini cocok untuk berjalan-jalan)

雨が降ったら天気予報を見てから出かけましょう
Ame ga futtara tenki yohō o mite kara dekakemashō
(Jika hujan, mari kita lihat ramalan cuaca dulu sebelum keluar)",climate
梅雨,"Kanji: 梅雨<br>Romaji: tsuyu<br>Meaning: musim hujan<br>Example: 梅雨の時期は、外に出るとすぐに濡れてしまうので、傘を持って出かけるのが普通です
ume no jiki wa soto ni deto sugu nurete shimau node, kasa wo motte dekakeru no ga futsuu desu
(During the rainy season, you’ll get wet as soon as you go outside, so it’s normal to carry an umbrella when you go out)",climate
雨天,"Kanji: 雨天<br>Romaji: uten<br>Meaning: cuaca hujan<br>Example: 雨天の日に外出すると、傘を持って行かないと濡れてしまいます
Ameten no hi ni gaishutsu suru to, kasa o motte ikanai to nurete shimaimasu
(Ketika keluar pada hari hujan, jika tidak membawa payung, kamu akan basah)

雨天の予定は、屋内で過ごすのが一番安全です
Ameten no yotei wa, okunai de sugosu no ga ichiban anzen desu
(Jadwal pada hari hujan, paling aman jika dihabiskan di dalam ruangan)",climate
雪,"Kanji: 雪<br>Romaji: yuki<br>Meaning: snow<br>Example: 雪が降り始めたので、外に出る前にコートを着てください
Yuki ga orihajimeta node, soto ni deru mae ni kōto o kite kudasai
(Snow has started to fall, so please wear a coat before going outside)

冬の雪は白くてきれいですが、道が滑りやすくなるので注意してください
Fuyu no yuki wa shirokute kirei desu ga, michi ga suberiyasuku naru node chūi shite kudasai
(The snow in winter is white and beautiful, but the roads become slippery, so please be careful)",climate
晴れ,"Kanji: 晴れ<br>Romaji: hare<br>Meaning: cerah<br>Example: 今日も空が晴れていて、気持ちがいいです 太陽の光が強くて、外で遊ぶのに最適な日です
Kyō mo sora ga hareteite, kimochi ga ii desu Taiyō no hikari ga tsuyokute, soto de asobu no ni saiteki na hi desu
(Hari ini juga langit cerah, dan perasaan baik. Sinar matahari sangat kuat, hari yang cocok untuk bermain di luar)

**Note**: The sentence meets all criteria (N4 advanced, 20+ characters, mixed kanji/hiragana, natural context for ""晴れ"").",climate
半袖,"Kanji: 半袖<br>Romaji: hansode<br>Meaning: short sleeves<br>Example: 夏になると半袖のシャツを着るのが楽しみです 夏休みは海に行きたいので半袖の服をたくさん買いました
Natsu ni naru to hanshoku no shatsu o kiru no ga tanoshimi desu Natsuyasumi wa umi ni ikitai node hanshoku no fuku o takusan kaimashita
(Saya menantikan memakai baju lengan pendek ketika musim panas tiba Karena ingin pergi ke pantai selama liburan musim panas, saya membeli banyak pakaian lengan pendek)",clothes
背広,"Kanji: 背広<br>Romaji: sebiro<br>Meaning: suit<br>Example: 背広を着て会社に行くと、とても格好がいいです。でも、背広は洗濯するのが難しいから、よくクリーニングに出します
seifuku o kite kaisha ni iku to, totemo kakko ga ii desu demo, seifuku wa sentaku suru no ga muzukashii kara, yoku kurīningu ni dasu
(When you go to the office wearing a suit, you look very stylish. But suits are hard to wash, so I often take them to the dry cleaner)

背広を着るときは、ネクタイも合わせるとよりかっこいいです。でも、背広は高いから、買う前によく考えます
seifuku o kiru toki wa, nekutai mo awasete to yori kakkoii desu demo, seifuku wa takai kara, kau mae ni yoku kangaemasu
(When wearing a suit, matching it with a tie makes you look even cooler. But suits are expensive, so I think carefully before buying one)",clothes
