Front,Back
かどうか,"<b>Word/Phrase</b>: かどうか<br><b>Romaji</b>: kadouka<br><b>Meaning</b>: whether or not<br><b>Example</b>: このレストランの新メニューは、写真だけでは美味しいかどうかよくわからず、実際に注文して食べてみる人が多い。
kono resutoran no shin menyū wa, shashin dake de wa oishii ka dou ka yoku wakarazu, jissai ni chūmon shite tabete miru hito ga ōi.
(At this restaurant, many people order and try the new menu items because you can't really tell whether they're delicious or not just from the photos.)

友だちから「この映画はおすすめ」と言われたが、面白いかどうか自分で確認しないと信じられない性格なので、今夜見に行くことにした。
tomodachi kara ""kono eiga wa osusume"" to iwareta ga, omoshiroi ka dou ka jibun de kakunin shinai to shinjirarenai seikaku nano de, konya mi ni iku koto ni shita.
(A friend told me ""this movie is recommended,"" but since I can't believe whether it's interesting or not without checking myself, I decided to go watch it tonight.)"
かもしれない,"<b>Word/Phrase</b>: かもしれない<br><b>Romaji</b>: kamoshirenai<br><b>Meaning</b>: perhaps/might be<br><b>Example</b>: 最近の仕事に満足できず、将来のために転職するかもしれませんが、まだ決めていません。
saikin no shigoto ni manzoku dekizu, shōrai no tame ni tenshoku suru kamoshirenai desu ga, mada kimete imasen.
(Not satisfied with my current job, I might change jobs for my future, but I haven’t decided yet.)

この新しいプロジェクトは予定より長引き、来年まで続くかもしれませんが、チームの努力次第です。
kono atarashī purojekuto wa yotei yori naga hiki, rainen made tsuzuku kamoshirenai desu ga, chīmu no doryoku shidai desu.
(This new project is taking longer than planned and might continue until next year, but it depends on the team’s efforts.)"
必ず,"<b>Word/Phrase</b>: 必ず<br><b>Romaji</b>: kanarazu<br><b>Meaning</b>: for sure<br><b>Example</b>: このプロジェクトは必ず明日までに完成させなければなりません。
Kono purojekuto wa kanarazu ashita made ni kansei sasenakereba narimasen.
(You must definitely finish this project by tomorrow)

試験に合格するためには必ずこの参考書を読んでおいてください。
Shiken ni goukaku suru tame ni wa kanarazu kono sankosho o yonde oite kudasai.
(In order to pass the exam, be sure to read this reference book in advance)"
かなり,"<b>Word/Phrase</b>: かなり<br><b>Romaji</b>: kanari<br><b>Meaning</b>: lumayan (+ positif)<br><b>Example</b>: この試験はかなり難しかったけど、よく頑張ったね。
kono shiken wa kanari muzukashikatta kedo, yoku ganbatta ne.
(This exam was quite difficult, but you did your best, didn't you?)

今日のプレゼンテーションはかなり内容が充実していて、聞いている人全員が感心していたよ。
kyō no purezentēshon wa kanari naiyō ga jūjitsu shite ite, kiite iru hito zen'in ga kanshin shite ita yo.
(Today's presentation was quite substantial in content, and everyone listening was impressed.)"
かしら,"<b>Word/Phrase</b>: かしら<br><b>Romaji</b>: kashira<br><b>Meaning</b>: i wonder (feminine)<br><b>Example</b>: その机の上に置いてあった手紙は、誰が送ったのかしらと、彼女は不思議そうにつぶやいた。
sono tsukue no ue ni oite atta tegami wa, dare ga okutta no kashira to, kanojo wa fushigi sou ni tsubuyaita.
(The letter left on the desk made her murmur in curiosity, ""I wonder who could have sent it."")

先週話題になった映画は、もう劇場で見られるのかしらと、友だちに聞いてみた。
senshuu wadai ni natta eiga wa, mou gekijou de mirareru no kashira to, tomodachi ni kiite mita.
(The movie everyone talked about last week—she asked her friend, ""I wonder if it’s already playing in theaters."")"
かつて,"<b>Word/Phrase</b>: かつて<br><b>Romaji</b>: katsute<br><b>Meaning</b>: dulu<br><b>Example</b>: かつてこの町には大きな図書館があり、子供たちがよく遊びに来ていた。
Katsute kono machi ni wa ōkina toshokan ga ari, kodomotachi ga yoku asobi ni kite ita.
(Dulu di kota ini ada perpustakaan besar, tempat anak-anak sering bermain.)

かつてこの地域は繁栄した港町として知られていた。
Katsute kono chiiki wa han'ei shita minato-machi toshite shirare te i ta.
(Dulu kawasan ini dikenal sebagai kota pelabuhan yang makmur.)"
決して,"<b>Word/Phrase</b>: 決して<br><b>Romaji</b>: kesshite<br><b>Meaning</b>: never, at all<br><b>Example</b>: 彼は決して他人のせいにするような、責任逃れをする人間ではない。
kare wa kesshite tanin no sei ni suru you na, sekinin nogare o suru ningen de wa nai.
(He is never the kind of person who blames others or shirks responsibility.)

彼は決して自分の夢を諦めず、どんな困難にも立ち向かってきた。
kare wa kesshite jibun no yume o akiramezu, donna konnan ni mo tachimukatte kita.
(He has never given up on his dreams and has faced every difficulty head-on.)"
きちんと,"<b>Word/Phrase</b>: きちんと<br><b>Romaji</b>: kichinto<br><b>Meaning</b>: dengan rapi<br><b>Example</b>: [彼は毎朝、きちんとベッドを整えることができます。]
[Kare wa maiasa, kichinto beddo o todokeru koto ga dekimasu.]
(Setiap pagi, dia bisa merapikan tempat tidur dengan rapi.)

[彼女はきちんと髪を整えてから出かけます。]
[Kanojo wa kichinto kami o todokete kara dekakemasu.]
(Dia merapikan rambut dengan rapi sebelum pergi.)"
きっと,"<b>Word/Phrase</b>: きっと<br><b>Romaji</b>: kitto<br><b>Meaning</b>: surely<br><b>Example</b>: この試験で一番難しいとされる問題も、君ならきっと解けるはずだ。前回の成績を見れば、その可能性は十分にある。
kono shiken de ichiban muzukashii to sareru mondai mo, kimi nara kitto tokero hazuda. Zenkai no seiseki o mireba, sono kanōsei wa jūbun ni aru.
(Even the problem said to be the most difficult on this exam, you should surely be able to solve—judging from your last test scores, the possibility is high.)

多くの人に影響を与えたこの一冊は、きっとあなたの将来の選択を変えるきっかけになるだろう。実際、読んだ人の半数以上がそう答えている。
ōku no hito ni eikyō o ataeta kono issatsu wa, kitto anata no shōrai no sentaku o kaeru kikkani naru darou. Jissai, yonda hito no hansū ijō ga sō kotae te iru."
急に,"<b>Word/Phrase</b>: 急に<br><b>Romaji</b>: kyuuni<br><b>Meaning</b>: suddenly<br><b>Example</b>: 急に天気が悪くなったので、外出を中止することにした。
Kyuuni tenki ga waruku natta node, gaisyutsu o chūshi suru koto ni shita.
(The weather suddenly turned bad, so we decided to cancel our outing.)

急に電話が鳴ったので、驚いてしまった。
Kyuuni denwa ga nattta node, odoroi te shimatta.
(I was surprised when the phone suddenly rang.)"
間もなく,"<b>Word/Phrase</b>: 間もなく<br><b>Romaji</b>: mamonaku<br><b>Meaning</b>: soon<br><b>Example</b>: 駅のアナウンスで、「1番線にまもなく電車が到着いたしますので、黄色い線の内側でお待ちください」と流れた。

eki no anaundesu de, ""1-ban-sen ni mamonaku densha ga tchaku itashimasu node, kīroi sen no uchigawa de omachi kudasai"" to nagareta.

(The station announcement said, ""The train will arrive at Platform 1 soon, so please wait behind the yellow line."")

参加者が次々と会場に入る中、司会者は「まもなく開会いたしますので、皆様お席にお着きください」と呼びかけた。

sanka-sha ga tsugi-tsugi to kaijō ni hairu naka, shikaisha wa ""mamonaku kaikai itashimasu node, minasama oseki ni otsuki kudasai"" to yobikaketa.

(As participants entered the venue one after another, the moderator announced, ""The event will begin soon, so everyone please take your seats."")"
また,"<b>Word/Phrase</b>: また<br><b>Romaji</b>: mata<br><b>Meaning</b>: dan<br><b>Example</b>: 同じカフェで話し合った後、また来週もそこで待ち合わせることにしました。
onaji kafe de hanashiatta ato, mata raishū mo soko de machiawaseru koto ni shimashita.
(After discussing at the same café, we decided to meet there again next week.)

去年は楽しかったので、また来年の夏も北海道で家族旅行を計画しています。
kyonen wa tanoshikatta node, mata rainen no natsu mo Hokkaidō de kazoku ryokō o keikaku shiteimasu.
(Since last year was fun, we are planning another family trip to Hokkaido next summer as well.)"
全く,"<b>Word/Phrase</b>: 全く<br><b>Romaji</b>: mattaku<br><b>Meaning</b>: totally/completely<br><b>Example</b>: 全くあなたの言っていることの論理が理解できません
mattaku anata no iitteiru koto no ronri ga rikai dekimasen
(I completely fail to grasp the logic in what you’re saying)

全くこの複雑な数学の問題を解く手がかりが見つからない
mattaku kono fukuzatsu na suugaku no mondai o toku tegakari ga mitsukaranai
(I can’t find any clue at all to solve this complicated math problem)"
先ず,"<b>Word/Phrase</b>: 先ず<br><b>Romaji</b>: mazu<br><b>Meaning</b>: first/dulu<br><b>Example</b>: 家に帰った後、子どもたちにまず手洗いをするよう声をかけました。これは風邪を予防するためです。
ie ni kaetta ato, kodomotachi ni mazu tearai o suru you koe o kakemashita. kore wa kazewo yobou suru tame desu.
(After returning home, I reminded the children to wash their hands first, as this helps prevent colds.)

レストランで席に着いたら、まずは手をきれいにしてから食事を始めるのがマナーです。
resutoran de seki ni suwartara, mazu wa te o kirei ni shite kara shokujio hajimeru no ga manā desu.
(When seated at a restaurant, it is good manners to first clean your hands before starting the meal.)"
めったに,"<b>Word/Phrase</b>: めったに<br><b>Romaji</b>: mettani<br><b>Meaning</b>: rarely<br><b>Example</b>: この町ではめったに雪が降らないので、子供たちは雪遊びをしたことがありません。
Kono machi de wa mettani yuki ga furanai node, kodomo-tachi wa yuki-asobi o shita koto ga arimasen.
(In this town, it rarely snows, so the children have never played in the snow.)

彼はめったに人前で自分の気持ちを話したりしない。
Kare wa mettani hitomae de jibun no kimochi o hanashitari shinai.
(He rarely talks about his feelings in front of others.)"
みたい,"<b>Word/Phrase</b>: みたい<br><b>Romaji</b>: mitai<br><b>Meaning</b>: seperti<br><b>Example</b>: この本はとても面白そうで、小説みたいな感じがする。
kono hon wa totemo omoshirosō de, shōsetsu mitai na kanji ga suru.
(This book seems very interesting and gives off a vibe like a novel.)

彼の話し方は、まるで有名な政治家みたいに自信に満ちている。
kare no hanashikata wa, marude yūmei na seijika mitai ni jishin ni michite iru.
(The way he speaks is full of confidence, just like a famous politician.)"
もともと,"<b>Word/Phrase</b>: もともと<br><b>Romaji</b>: motomoto<br><b>Meaning</b>: originally<br><b>Example</b>: もともとこの地は自然豊かで、開発前は森林が広がっていた。
motomoto kono chi wa shizen yutaka de, kaihatsu mae wa shinrin ga hirogatte ita.
(Originally, this land was rich in nature, and before development, it was covered in forests.)

もともとこの建物は学校として使われていたが、図書館に改装された。
motomoto kono tatemono wa gakkō toshite tsukawarete ita ga, toshokan ni kaisō sa reta.
(Originally, this building was used as a school, but it was renovated into a library.)"
もっと,"<b>Word/Phrase</b>: もっと<br><b>Romaji</b>: motto<br><b>Meaning</b>: lagi/lebih<br><b>Example</b>: 大学に入ってから、将来の夢を実現するために、毎日図書館でもっと長い時間をかけて教科書や資料を読み込んでいる。

daigaku ni haitte kara, shōrai no yume o jitsugen suru tame ni, mainichi toshokan de motto nagai jikan o kakete kyōkasho ya shiryō o yomikonde iru.

(Since entering university, to realize my future dream, I spend even longer hours each day in the library deeply reading textbooks and materials.)

このプロジェクトはほとんど完成しているが、チームのメンバーが「もっと細かいところまでチェックすれば、さらに良い結果が得られる」と提案した。

kono purojekuto wa hotondo kansei shite iru ga, chīmu no menbā ga ""motto komakai tokoro made chekku sureba, sara ni yoi kekka ga erareru"" to teian shita.

(This project is nearly complete, but a team member suggested, ""If we check even more minor details, we could achieve even better results."")"
